name,availabilityVendorId,ordersVendorId
"BIM, El Obour - El Hay 1 E592",775859,62115
"BIM, El Nozha E237",737583,46583
"BIM, El Nour - Seuz E447",747330,52813
"BIM, El Nady E386",722560,37692
"BIM, El Mohamady E487",722559,37688
"BIM, El Moderya E270,El Geesh Street - Mansoura",639705,15575
"BIM, EL MALEKA ST E183",747325,52804
"BIM, El Malek Street E273",612991,15573
"BIM, El Mahatta E117,Sharea' El Farouq - Zagazig",639699,14854
"BIM, El Huda - Nasr City E548",747323,52808
"BIM, EL Hay EL Khames E421",705110,20705
"BIM, El Hay El Awel - Game't El Nahda E562",775864,62122
"BIM, El Harby - Damietta E561",749956,55147
"BIM, EL Ghazaly E263,Toreel Area - Mansoura",639704,15572
"BIM, El Geesh Street - Mansoura E302",639707,15571
"BIM, El Gallaa - Damitta E549",747331,52814
"BIM, El Galaa E382",613004,15570
"BIM, El Bahr Street E391",613003,15568
"BIM, El Bahr Street - Qesm Awal",779622,63341
"BIM, El Arba'ain E399",732068,43060
"BIM, El Araisheyeh Burg elhawyE105",613066,15567
"BIM, El Amira E289,Saad Zaghloul - Zagazig",639702,15566
"BIM, El Agamy E320",735005,44556
"BIM, Downtown, Ismaiel Abaza E241",613085,15444
"BIM, Downtown Banha E250-Saad Zaghloul - Banha",636264,15463
"BIM, Downtown - Ahmed Maher,Downtown - Ahmed Maher E020",613028,15441
"BIM, Downtown - Abu El Rish Elmobtadaian E072",613076,15560
"BIM, Dokki E234",613014,15558
"BIM, Dokki E166",613065,15556
"BIM, Dokki E149",613046,15555
"BIM, Dokki - Oman Square E176",612973,15440
"BIM, Dokki - El Bohous E151",612975,15553
"BIM, Damanhor E546",747324,52807
"BIM, Corniche El Nile E552",775865,62121
"BIM, Chill Out E458",722561,37691
"BIM, Cairo - Shobra - Ard El Golf E141",613125,15551
"BIM, Cairo - Omrania E156",613117,15550
"BIM, Cairo - Nasr City - Zaker Huessein E223",613131,14848
"BIM, Cairo - Nasr City - Mostafa El Nahaas E384",613129,14852
"BIM, Cairo - Maadi Old E482",613122,15548
"BIM, Bulaq E462",739405,47657
"BIM, Bulaq Ad Daqrur E218",729994,42254
"BIM, Boulaq E200",739406,47658
"BIM, Beta Green E452",739402,47654
"BIM, Basatin E532",739404,47656
"BIM, Bany Tay Zaiton E016",613106,15546
"BIM, Banha - Atreb E498",729299,42252
"BIM, Ard El Horia E551",775867,62112
"BIM, Ard El Golf E003",612972,15545
"BIM, Arbein E369",737584,46576
"BIM, Arad Admon",742214,49010
"BIM, Amaeahiduh E323",769208,61179
"Bim, Al-shiyshani E405",765834,60828
"BIM, Alsharqiah E115",749955,55146
"BIM, Al-Sawaf E573",613120,60852
"BIM, Almithaq E575",613033,16150
"BIM, ALI Baba/ El Shrouk city - El Shorouk - 1st Area E406",700286,20043
"BIM, Alexandria - Seyof - E282",613050,15516
"BIM, Aleadawii E574",765989,60829
"BIM, Alalsin - Nasr City E554",749957,55145
"BIM, Al Zahraa - CAIRO E065",737586,46579
"BIM, Al Sharq District, E599",779641,63349
"BIM, Al Shabab - El Obour E465",716526,30527
"BIM, Al Noor Mosque E102",734998,44554
"BIM, Al Manial E268",712059,26041
"BIM, Al Mahallah Al Kubra - Saad E297",613057,15544
"BIM, Al Dirasat - Kafr El Sheikh E559",759715,60201
"BIM, Ain Shams E417",696752,19168
"BIM, Ain Shams E253",737589,46581
"BIM, Ain Shams E238",705249,20789
"Bim, Ain Shams - Tlombat Ain Shams E585",772186,61559
"BIM, Ahram Studio E154",613118,15542
"Bim, Ahmed Sami E522",734997,44555
"BIM, Ahmed Hamdy E456",724602,39241
"BIM, AHMED FAROUK/ ALEX E314",704807,20742
"BIM, Agouza Omar TosunE227",613017,15541
"BIM, Agouza E394",625475,15452
"BIM, Agouza , Elnile ElabyadE143",613115,15539
"BIM, Agamy - Hanouvil E292",613013,15598
"BIM, Agami E401",725377,39965
"BIM, Adeeb, Samia El Gamal - Mansoura E303",639708,15537
"BIM, Adawi Selim E193",613056,15536
"BIM, Abo Yousef E308",612998,15535
"Bim, Abo El Dahab E497",722557,37693
"BIM, Abdin - Sheikh Rehan E490",721625,36371
"BIM, Abdelwahab E160",735006,44557
"BIM, Â Nasr City - El Tayaran E356",613094,15531
"BIM, Â Helwan - Abd Elrahman St E222",613128,14485
"BIM, Â Heliopolis - Maqreezi,Heliopolis - Maqreezi E008",613024,15446
"BIM, Â Cairo - hay 1 6th of October E195",613121,15442
"BIM, 6th of October - Masged El Shorta, Al Khamael",777650,63235
"BIM, 6th of October - El Fardous E412",688886,18518
"BIM, 6th of October - Central Axis E407",625472,15439
"BIM, 6th of October - Beta Gardens E587",771788,61523
"BIM, 6th of October - 8th District E488",721624,36372
"BIM, 6th of October - 2nd District E142",612984,15449
"BIM, 6 of October-4nd District E170",625464,15534
"BIM, 6 of october-3rd District E305",613011,15445
"BIM, 6 of October-2nd District E226",613015,15533
"BIM, 6 of October , Tahrir E158",613119,15532
"BIM,  Zahraa El Maadi - El Me`arag El Ouloy E477",613020,14459
"BIM,  Shobra - Victoria Square E173",612982,15459
"BIM,  Maadi,Hourya E476",613006,14853
"BIM,  Haram - El Thalatheny E155",612986,15528
"BIM,  Haram - El Arish E236",612989,15527
"BIM,  Fleming - Koliyat Tarbya,Fleming - Koliyat Tarbya E345",613026,15526
"BIM,  Faisal - Kaabesh E152",612977,15523
"BIM,  Elmostashfa St E129",613080,15522
"BIM,  El Zaitoun - Hmamat El Qoba E005",613005,15521
"BIM,  El Rehab City E088",613110,15520
BIM REYAD / HELWAN / CAIRO E426,613045,15512
BIM KHESRO / HELWAN / CAIRO E425,613008,15454
"BIM El Nozha,  E379",613031,15517
Bim Dream alfirdaws E579,732070,43055
BIM - Sidi AlGhareib Mosque E399,613052,15515
BIM - Sharea' El Nile E294,613047,15514
BIM - Salah ElDin Street E296,613048,15513
BIM - Mokattam - Modern Academy E395,613051,15458
BIM - Hamad Eissa E178,613049,15511
BIM - El Araisheyeh 2 E385,613079,15510
"Big Mart, Mokattam - Qatameya Gardens",752744,57341
"BH Better Health, Mokattam - El Nafora Square",777264,63429
"BH Better Health, Haram - El Thalatheny",777263,63428
"BH Better Health, Hadayek El Ahram - Area B",739856,48183
"BH Better Health, Faisal - El Talbeya",740677,48428
"BH Better Health, Faisal - El Kom El Akhdar",777262,63426
"BH Better Health, 6th of October - El Fardous",777402,63430
"BH Better Health, 6th of October - 8th District",740675,48810
"BH Better Health, 6th of October - 3rd District _1",777223,63427
"BH Better Health, 6th of October - 3rd District _1",740676,48809
"BH Better Health, 6th of October - 2nd District",742656,49799
"Better Health Pharmacy, Haram - El Ahram",738823,47343
"Best Way, El Sheikh Zayed - El Hay 7",714742,29240
"Best Way, El Kothar",714683,38084
"Besbes Boby, El Shorouk - 8th District",785766,63987
"Bernasos Stationery, Nasr City - El Hadeeqa El Dawlia",703423,20046
"Bernasos Stationery, Mohandiseen",703427,20045
"Bernasos Stationery, El Gomhorya St",703428,20049
"Bernasos Stationery, Downtown - Talaat Harab",703422,20048
"Bernasos Stationery, Down Town",703424,20050
"Bernasos Stationery, 6th of October - 2nd District",703425,20047
"Berlin Pharmacies, Semouha - Sidi Gaber Station",761259,60395
"Bekhet Alatar, Fleming - El Souk",767189,61581
"Beit Elkhalil Market, Moharam Bek - Qesm Bab Sharq",751742,56762
"Beit El Gomla, Tagammoa 5 - Hay 5",719931,35378
"beit el gomla, square mall,6th of October - 2nd District",695767,19095
"beit el gomla, Semouha - Victor Emanouil",722292,36642
"Beit El Gomla, Semouha",647875,14138
"Beit El Gomla, Madinaty - Buildings Area (B12)",647889,14113
"Beit El Gomla, El-Shaheed Station",731493,43463
"Beit El Gomla, El Obour - Industrial Area A",721511,40375
"Beit El Gomla, El Hadara El Gadida",684455,17987
"Beit El Gomla, Agamy - Hanuvile",647879,14114
"beit el gomla, 6th of October - 4th District",670384,16923
Beit El Gomla -Ard El Golf,647888,14119
beit el gomla - Tagammoa 3,655783,16208
Beit El Gomla - Sidi Bishr,647892,15707
Beit El Gomla - Sidi Besher Qebly,647883,14140
Beit El Gomla - Sidi Besher Bahary,647882,14139
Beit El Gomla - Roushdy,647881,14120
Beit El Gomla - Miami,647886,14118
Beit El Gomla - Manshia,647884,14117
Beit El Gomla - Maadi Corniche - Sadat Academy,647893,14116
Beit El Gomla - Bakos,647880,14115
Beit El Gomla - Agamy Bitash,647887,14104
Beit El Gomla - Abo Soliman,647890,14779
"Bee Well Pharmacies, Tagammoa 5 - North Investors Extension",761701,60451
"Bee Well Pharmacies, Shobra El Kheima - El Mansheya Youth Center",761798,60445
"Bee Well Pharmacies, Nasr City - Hay 8",761797,60449
"Bee Well Pharmacies, Nasr City - Abbas El Akkad",761796,60448
"Bee Well Pharmacies, Madinaty - Work Shops",789098,64672
"Bee Well Pharmacies, Heliopolis - Maqreezi",761799,60450
"Bee Well Pharmacies, Haram - Talbiya 2",761800,60447
"Bee Well Pharmacies, Giza - El Omraneya El Sharkeya 2",777166,62862
"Bedaya Pharmacy, El Obour - El Hay 5",719796,34487
"Bedaya hypermarket, El Kothar",768409,61235
"Bedaya hypermarket, Al Dahar",768605,61248
"BEAUTY and BLUSH, Madinaty - Work Shops",788675,64691
"Bazzar Shop, Tagammoa 5 - Banks Center",726052,40370
"Bayt El 3ela, Zagazig University",690987,38968
"Bataeah Market, Hadyek Elmaadi 3",788808,64692
"Bastawissy Market, Mogama'a El Mahakem",731081,42791
"Bassem Market,El Rehab City 2",687241,18698
"Bassem Market, Heliopolis - Hegaz Square",674181,16857
"Bassem Market, Heliopolis - El Khalifa El Maa'moun",708421,22574
"Bassem Market, Heliopolis",690576,18704
"Bassem Market, El Rehab City 2",674249,16859
"Bassem Market, El Rehab City 1-2",687167,18448
"Bassem Market, El Rehab City 1",674179,16858
"Basket online Market, Mogama'a El Mahakem",712438,27195
"BASHAYIR ALKHAYR Market, Hay Thany Zagazig",774336,61949
"Bashar, Hay El Gama'a",702853,19973
"Barawy Pharmacies, Semouha - Victor Emanouil",764112,60895
"BANDORA, Hadayek El Ahram -  Area ح",774966,62021
"Bahour’s Pharmacy, Al Manial",752316,57160
"Baher Elsaed Pharmacy, Agouza",742793,50327
"Babylon Supermarket, Tagammoa 5 - Sodic",710499,24422
"babylon supermarket, Tagammoa 5 - North Investors-2",769573,61249
"babylon supermarket, Tagammoa 5 - North Investors-2",785684,64154
"Bab Rizk, El Tomiehey",752442,57359
"B.M Market, Masaken Sheraton - Fairmont Heliopolis",736584,46070
"Azzam Pharmacy, Nasr City - El Hadeeqa El Dawlia",774155,61761
"Awlad Yehia Market, Ard El Golf",778983,63300
"awlad Taj El-Din Market, Nasr City - Omarat El Tawfiq",791074,65262
"Awlad Saad, El Mohafza",693414,18935
"Awlad Ragab, New Maadi - El Basateen El Sharqeya",785676,64507
"Awlad Ragab, Nasr City - Ahmed Fakhry",726996,65968
"Awlad Ragab, El Nozha",726977,60045
"Awlad Ragab, El Daher",726982,65967
"Awlad Moussa, Brands Mall - El Kothar",788774,64627
"Awlad Hanafi Market, Al Salam 1",761476,60431
"Awlad Elwazery mlok elFakha, El Shikh Zayed - Togary Street",784287,63933
"Awlad El Sheikh, Hadayek El Ahram - Area A",787132,64361
"Awlad El seirafi Market, El Shorouk - 3rd Area",783510,63850
"Awlad Al-Saad Markets, Hadayek El Ahram - Area HH",774479,62017
"Awlad Al-Haj Abdl-Raziq for Vegetable and Fruit Trading, Maadi old - El nahda Street",785026,63950
"Awlad Adam, El Sheikh Zayed - El Hay 11",787610,64451
"Awlad Adam, 6th of October - 10th District",789202,64700
"Atef Pharmacy, 6th of October - El Fardous",791025,65311
"Atef Darwish Pharmacy, Dokki",695697,19429
"Aswaq Tiba, 6th of October - El Hay El Motamyez",758652,60355
"Aswaq Marhabah, El Gaish",734750,44387
"Aswaq El Walaa, Down Town",747906,53894
"Aswaq EL Tawhied, Hadayek El Ahram - Area A",791046,65198
"Aswaq El Tanmeya El Zeraeya, 6th of October - El Hay El Motamyez",784693,64020
"Aswaq El Salam, Masaken El Shennawy",752450,57360
"Aswaq El Qasr Market, Wabour El Talg",787849,64753
"Aswaq El Mostafa, Zamalek - Abo El Feda",759003,60129
"Aswaq El Menshawy, Hassan Radwan",709569,23630
"Aswaq El Menshawy, El Morashaha",709571,23634
"Aswaq El Menshawy, El Galaa",709572,23633
"Aswaq El Menshawy, El Fateh Street",709573,23631
"Aswaq El Menshawy, El Egezy",709574,23635
Aswaq El Mansy,684887,18183
"Aswaq El Kheir, Hay El Gama'a",724013,38381
"Aswaq EL Kheir, El Teraa",734366,44325
"Aswaq El Hamd, 6th of October - West Somed",785628,63988
"Aswaq Awlad Abdelrady, Tagammoa 5 - South Investors",755078,58577
"Aswaq Alkhayr, Madinaty - Work Shops",778981,63240
"Aswaq Alkhayr, El Shorouk - Clubs Area",779031,63242
"Aswaq AlKhayr Market, Fasial",776453,62551
"Aswaq Al Rehab Supermarket, Tagammoa 1 - Eskan El Shabab",782290,63644
"Aswaq Al Rayan, El Sheikh Zayed - El Hay 6",756081,59440
"Aswaq Al Rahma, Haram - El Orouba - 2",781466,63615
"Aswaq Al Qasr Market, Sidi Beshr Qebly-2",787677,64755
"Aswaq Al Maadi For Vegetables And Fruits, El Khobairy El Maadi",759010,60130
"Aswaq Abu Shadi, El Sheikh Zayed - El Hay 13",755274,59072
"Asma Pharmacy, Tagammoa 5 - Hay 1",768143,61109
"Askar Pharmacy, Tagammoa 5 - 90 St. Companies - 2",777584,63241
"Askar Pharmacy, Madinaty - Work Shops",738806,47095
"Askar Pharmacy, Gadila & Toreel",727666,41060
"Ashraf Markets, Haram - Mohafzet El Giza",748711,54255
"As7ab El Sa3ada, Miami - Arab Academy",743877,50987
"Arzak Market, Hadayek El Ahram,  Area A",692398,18825
"Aruba Market, Industrial area New cairo",778551,63539
"Aruba Market, El Sheikh Zayed - El Hay 1",732738,43619
"Arafa Pharmacy, Mohandesin - Jazerat El Arab",752681,57346
"Arab DownTown, Al Sharq District",729198,41947
"Anis Pharmacy, Nasr City - Makram Ebeid",718527,32682
"Animals Republic, 6th of October - West Somed",785306,63970
"AnimalHouse, Hay El Gama'a",768246,64014
ANAS PHARMACY,677274,60671
"Amr pharmacy, El Sheikh Zayed - Beverly Hills",728517,41945
"Amr El Sherif Pharmacy, Nasr City - Makram Ebeid 2",757666,59803
"Amr Adel Pharmacy, 6th of October - 1st District",747371,53528
"Amo Hussain, Ezbet El Shal",711865,25610
"Ammar Pharmacy, 6th of October - El Fardous",615054,46877
"Amira EI Tarshouby Pharmacy, Meet Hadar",777490,63247
"AMIR SAMIR PHARMACY, Sidi Besher Bahary",776120,62407
"Amin Pet Shop, Maadi old - El nahda Street",770541,61357
"Amer Pharmacies, Tagammoa 5 - South Investors",733011,44189
"Amer Pharmacies, Tagammoa 5 - Banafseg 1,2,3,4",732942,44156
"Amart, Bowling Street - El Kothar",657302,15729
"Amart, Al Quraa Area",657303,15728
"Amart, Al Fondok - Sheraton",657301,15727
"Amart, Al Dahar",657299,15726
"Aman Market, 6th Of October - Beta Gardens",752973,57344
"Alzoghbi Pharmacy, Nasr City - Abbas El Akkad",719596,34058
"ALZAHRAA PHARMACY, El Sheikh Zayed - El Hay 11",789235,64695
Alwassal Pharmacy,692231,18812
"Alwan, El Rehab City, El Rehab City 1",700516,19726
"Alwan, Downtown - Abdin",685864,18193
"Alwan , Zamalek - Abo El Feda",685869,18186
"Alwan , Zahraa El Maadi - El Me`arag El Soufly",685871,18185
"Alwan , Tagammoa 3 - 3rd District",685866,18194
"Alwan , Semouha",685868,18179
"Alwan , New Maadi - El Nadi El Gedid",685874,18184
"Alwan , Nasr City - Abbas El Akkad",685867,18188
"Alwan , Heliopolis - Merryland 2",685875,18187
"Alwan , Giza - El Omraneya El Sharqiya",685873,18191
"Alwan , El Sheikh Zayed - El Hay 13",685872,18190
"Alwan , Dokki - Soliman Abaza",685870,18192
"Alwan , 6th of October - Masged El Shorta",685865,18189
"Alwaha Market,  Mokattam - El Hadba El Wosta",773826,61911
"Alto Mart, El Fateh Street",731978,43166
"Alsultan Hypermarket, 6th of October - Wahet El Mohandsen",728976,46286
"AlSultan Hypermarket, 6th of October - Eskan El Shabab 2",776226,62807
"Alsultan Hypermarket, 6th of October - El Hay El Motamyez",728970,46308
"Alsharif Beaute, Tagammoa 5 - Hay 1",700754,19900
"Alsharif Beaute, Semouha - Victor Emanouil",700764,19902
"Alsharif Beaute, Semouha - Modereyt El Amn El Gadeda",700767,19899
"Alsharif Beaute, San Stefano",700766,19887
"Alsharif Beaute, Roushdy",700792,19892
"alsharif beaute, Nasr City, Genena Mall",700757,19885
"alsharif beaute, Mokattam, El Andalus Park-1",700755,19898
"alsharif beaute, Mall of Tanta",700772,19894
"Alsharif Beaute, Lauran",700765,19884
"Alsharif Beaute, Ezbet El Shal",700769,19893
"alsharif beaute, El Teraa",700773,19901
"Alsharif Beaute, El Seyof Qebly",700760,19896
"Alsharif Beaute, El Mashaya",700768,19897
"alsharif beaute, Downtown, Talaat Harab",700756,19881
"Alsharif Beaute, Dokki - Moustafa Mahmoud",700759,19890
"Alsharif Beaute, Dokki - El Mesaha",700758,19889
"Alsharif Beaute, Ard El Golf",700763,19886
"Alsharif Beaute, Al Manial",700761,19883
"alsharif beaute, Agamy, Darwish Pacha",700771,19910
"Alsharif Beaute, 6th of October - El Hay El Motamyez",700753,20077
"Al-Shafi’i Tasali, El Hesseneya",719307,33959
"Alserafy Pharmacy, Zahraa El Maadi - Ashgar Darna - 1",720133,34652
"Alserafy Pharmacy, Tagammoa 5 - North Investors",746844,52902
"Alserafy Pharmacy, Tagammoa 5 - Hay 2",719096,34190
"Alserafy Pharmacy, Nasr City - Omarat El Tawfiq",720556,35015
"Alserafy Pharmacy, Dokki - Soliman Gohar Square",720808,36699
"Alserafy Pharmacy, Agouza",717885,34028
"Alserafy Pharmacy, 6th of October - Palm Hills",717891,31948
"Alserafy Pharmacy, 6th of October - El Hay El Motamyez",717892,31951
"Alserafy Pharmacy, 6th of October - 4th District-1",720810,35544
"AlSeoudi, Ahmed Maher",701352,19836
"Alsafwa market, Zahraa El Maadi - Ashgar Darna",701190,19791
"Al-Rayhan Market, Glim",622215,15716
"Alra'e Market, 6th of October - Haram City",781510,63569
"Almohandes Stationery, Madinaty - Work Shops",784190,63874
"AlMohandes Stationery, El Rehab City",785863,64318
"Almazraa Alsaeida, 3rd District",778557,63244
"almasry, Nasr City - Abo Dawoud El Zahery - TGO",780072,64960
"almasry, Nasr City - Abo Dawoud El Zahery",718413,32738
"Almasry Pharmacy, El Rehab City 2",618605,31921
"Almanar, Hadayeq El Maadi 6",781035,63531
"Al-Maher Express Market, Zahraa El Maadi - El Me'arag El Ouloy",778534,63201
"Al-Madi Gomla Market, New Miami",760917,60430
"Allam Pharmacy, Hay El Gama'a",745341,52017
"Allam Pharmacy, El Helw Street",743538,50374
"All_in Supermarket, Hadayek El Ahram - Area B",784637,63944
"Al-Khalifa Pharmacies, Nasr City - Hassan El Ma'moun",748854,54254
"Al-Khalifa Pharmacies, Heliopolis - Mahkama Square",789849,65093
"Ali Pharmacies, Haram - El Ta'awun",743466,50393
"Ali Pharmacies, Haram - El Ahram",743384,50394
"Ali Pharmacies, Hadayek El Ahram - Area A",743464,50398
"Ali Pharmacies, Faisal - El Talbeya",743463,50396
"Ali Pharmacies, Agouza",743465,50395
"Alhayat Market, Lauran",746537,52310
"ALGEBALY PHARMACY, Sharea' El Masnaa'",789677,64894
"Al-Fath Dairy, Zahraa El Maadi - Street 50",742557,49667
"Alfarana For Trade And Distribution, El Mahrosa",686403,18284
"Alf maskan square, El Nozha",697827,19969
"Alex Mart, New Maadi - El Basateen El Sharqeya",729416,41879
"Aleef pet shop, El Sheikh Zayed - El Hay 12 -2",777422,63053
"Alban El Dinasour, Miami - Central Miami",690970,18751
"Alban El Dinasour, Kafr Abdo",690971,18752
"Alaziz Pharmacy, Mokattam - Easy Sport Club",720176,34916
"Alandalus Cosmo Store, El Fateh Street",786815,64423
"Al-Amir Market, Asafra",752146,57026
Alaa El Din Pharmacy-El Tomiehey,615114,27431
"Al Wesal Supermarket, El Obour - El Hay 5",780615,63498
"Al Waha Pharmacy, Nasr City - Madinet El Waha",710912,24887
"Al Taybeen, Mokattam - El Andalus Park-1",754829,58478
"Al Taqwa Market, Nasr City - Masaken El Shorouk",735726,45183
"Al Sydly Pharmacies, Nasr City - Zaker Huessein",747606,54404
"Al Sydly Pharmacies, Nasr City - Mostafa El Nahaas",747608,54322
"Al Sydly Pharmacies, Heliopolis - Triumph Square",747605,53364
"Al Sydly Pharmacies, Heliopolis - Mahkama Square 2",747610,54320
"Al Sydly Pharmacies, Heliopolis - Korba",747613,54409
"Al Sydly Pharmacies, El Shorouk - 1st Area",747570,53363
"Al Sydly Pharmacies, El Obour - El Hay 9",747609,53430
"Al Sultan Market, 1st District",767906,61103
"Al Sherif Pharmacies, Mokattam - Al Jazzera Higher Institute",741536,48955
"Al Shefaa Pharmacies, El Shorouk - Clubs Area",779888,63502
"Al Salama Pharmacy, Hadyek Elmaadi 3",740314,48417
"Al Safa Pharmacy, Haram - Mash'aal",777229,63059
"Al Safa Pharmacy, Haram - Mansoureya",749187,54848
"Al Safa Pharmacy, Haram - Mansoureya",767491,61283
"Al Safa Pharmacy, Hadayek El Ahram - Area هـ",749425,55013
"Al Safa Pharmacy,  Haram - Mansoureya",749424,54721
"Al Rifaeii Pharmacies, El Thanaweya",720424,34884
"Al Rawi Pharmacy, Haram - Mohafzet El Giza",724618,39244
"Al Rabwa Pharmacy, El Sheikh Zayed - El Hay 15",754980,58848
"Al quds, 6th Of October",695688,19090
"Al Qahera Pharmacy, Shobra El Kheima - Masaken Ain Shams",724393,39176
"Al Qahera Pharmacy, New Nozha",724392,39173
"Al Qahera Pharmacy, Matareya",724444,39239
"Al Qahera Pharmacy, Masaken Sheraton - Saqr Qorish",724351,39174
"Al Qahera Pharmacy, Hadaiq Al Qubbah - Hadaiq El Qubbah",724389,39177
"Al Qahera Pharmacy, Ezbet Elnakhel",724390,39175
"Al Qahera Pharmacy, El Obour - El Hay 6",724391,39705
"Al Nour Pharmacies, El Bahr Street - Qesm Awal",764886,60831
"Al Nasr Markets, Hadayek El Ahram - Area ت",774543,62016
"Al Nakhla Market, Helwan",720147,34957
"Al Nahhas pharmacy, Haram - Tarbeya Riyadia",718238,32680
"Al Nadi Pharmacy, El Sheikh Zayed - El Hay 1",754394,59678
"Al Nadi Pharmacy, Dandy Mall",771243,61680
"Al Nadi Pharmacy, 6th of October - Palm Hills",771335,61722
"Al Nadi Pharmacy, 6th of October - El Hay El Motamyez",754626,59303
"Al Nadi Pharmacy , El Sheikh Zayed - El Hay 2",764889,60991
"Al Moustafa Market, El Rehab City",664200,15712
"Al Mokhtar Pharmacies, Tagammoa 5 - North Investors-2",726134,40371
"Al Malki Market, New Maadi - Al Sarayaat",779261,63332
"Al Magd, Abou Bakr El-Sedeek",697791,19312
"Al Madina Market, Zahraa El Maadi - Ebad El Rahman",736718,45775
"Al Madena Market, New Maadi - Modern Academy",758640,60123
"Al Madena Market, Mokattam - Easy Sport Club",775329,62702
"Al Madena Market, Mokattam - Easy Sport Club",761312,60433
"Al Loualoaa Pharmacy, Maadi Corniche - Total Entrance",772270,61546
"Al Loualoaa Pharmacy, Dokki - Wezaret El Zera'a",781792,63616
"Al Khalifa Pharmacies, Nasr City - Hay 8",746639,52311
"Al Kayan Pharmacy, Mokattam - El Hadba El Wosta",717470,31949
"Al Kawasmy Market, Dokki - El Mesaha",706970,21716
"Al Imam Pharmacies, Haram - Tersa",718552,32681
"Al Imam Pharmacies, Haram - Mash'aal",718551,32679
"Al Imam Pharmacies, Faisal - El Talbeya",718547,32677
"al hefny pharmacy, Al Dawahy District",720148,36541
"Al Gamaa Pharmacies, Giza - Cairo University",784977,63978
"Al Fouad Pharmacies, Hadayek El Ahram - Area J",767871,61149
"Al Fouad Pharmacies, Hadayek El Ahram - Area B",767873,61152
"Al Fouad Pharmacies, El Sheikh Zayed - Beverly Hills",763730,60700
"Al Fouad Pharmacies, 6th of October - 1st District",761448,61100
"Al Fareed Dairy, Zezinia",720423,34885
"Al Fady Pharmacies, Zahraa El Maadi - El Me'arag El Soufly - 1",746857,52901
"Al Fady Pharmacies, Heliopolis - Roxy",741160,48721
"Al Esraa Market, Al Dawahy District",714779,30725
"Al Bostan For Vegetables And Fruits, Sharea' El Nile",749821,54749
"Al Baraka Supermarket, Mokattam - Al Asmarat",780076,63395
"Al Baraka Market, Zahraa El Maadi - El Me'arag El Ouloy",745677,51680
"Al Baraka Market, Nasr City - Zahraa",754300,58849
"Al baraka market, El Rehab City 2",713816,27953
"Al baraka market, El Rehab City 2",786707,64300
"Al Baraka for Vegetables and Fruits, El Sheikh Zayed - El Hay 13",781347,63594
"Al Atyab ,El Esawy",760689,60356
"Al Aswak Al Masrya, Nasr City - Hay El Sefarat",743347,50375
"Al Asdkaa, Zezinia",614298,19287
"Al Asdkaa, Semouha",614292,19284
"Al Asdkaa, Roushdy",614297,19286
"Al Asdkaa, Miami",614300,19223
"Al Asdkaa, Jenaklis",695933,19289
"Al Asdkaa, Green Plaza,Semouha - Modereyt El Amn El Gadeda",614293,19285
"Al Asdkaa, Bab Sharq",614299,19288
"Al Asdkaa, Antoniades",695935,19290
"Al Asdkaa For Vegetables And Fruits, Maadi old - El nahda Street",775203,62274
"Al Anwar Pharmacy, Mohandesin - Al Kit Kat",778546,63200
"Al Ansari, Shobra - Minyat As Siraj",771582,61501
"Al Ansari, El Shorouk - 3rd Area",773221,61726
"Al Ansari, El Shorouk - 2nd District",771450,61421
"Al Ansari, 6th of October - 2nd District",771583,61476
"Al Ansari, 6th of October - 1st District",773220,61691
"Al Amira Market, Hay El Gama'a",654661,15709
"Al Amir For Fruits And Vegetables, New Nozha",754605,59204
"Al Ain Pharmacies,Abbassia",693319,18992
"Al Ain Pharmacies, Zamalek - Fenon Gamila",693320,18917
"Al Ain Pharmacies, Mohandesin - Jazerat El Arab",777714,63532
"Al Ain Pharmacies, Gameat al dewal - Mohandessin",693315,18918
"Al Ain Pharmacies, El Sheikh Zayed - El Hay 10",711092,25380
"Al Ain Pharmacies, Al Manial",693317,18983
"Al Ain Pharmacies, Ahmed Orabi st - Mohandessin",693316,18919
"Al Ain Pharmacies, 6th of October - Waslet dahshour",693318,18981
"Al Ain Pharmacies, 6th of October - 26th of July Axe",693314,18980
"Al Ahram Pharmacies, Hadayek El Ahram - Area B",747133,52703
"Al Ahram Cosmetics, Hadayek El Ahram - Area 3",755885,59482
"Al Adham Market, El Sheikh Zayed - El Hay 16 Al Bostan",778844,63223
"Al Abdellatif Pharmacy, Zagazig University",742936,54719
"Al Abdellatif Pharmacy, Ezzebt El Bahteny",742937,54718
"Al Abdellatif Pharmacy, El Sheikh Zayed - Nile University",742938,49766
"Al Abdellatif Pharmacy, El Rehab City 1",742770,49767
"Al Abdellatif Pharmacy, El Arba`ain",742906,52242
"Al Abdellatif Pharmacy, Ard El Golf",742903,54717
"Al Abdellatif Pharmacy, Al Sharq District",743088,53017
"Akram Pharmacy, Heliopolis - Hegaz Square",717352,31919
"Ahmed Refaat Pharmacy, Hadayek El Ahram - Area ن",749561,54982
"Ahmed Mostafa Pharmacies, Tagammoa 5 - El Narges 8",786384,64149
"Ahmed Mostafa Pharmacies, Tagammoa 5 - El Banafseg Buildings",787884,64467
"Ahmed Mostafa Pharmacies, El Obour - El Hay El Tarfihy",787883,64484
"Ahmed Mostafa Pharmacies, Dar Masr Koronfel",789618,64810
"Ahmed Khaleel Pharmacy, Hay El Zohour",719520,34424
"Ahmed Hamdy Pharmacy, Portsaid Street",613595,20028
