name,availabilityVendorId,ordersVendorId
"Khaled Hefny Pharmacy, New Maadi - Modern Academy",707063,21916
"Khaled Hefny Pharmacy, Nasr City - Mostafa El Nahaas",707064,21920
"Khaled Hefny Pharmacy, Al Manial",707066,21922
"Khaled & Hossam Pharmacy, El Obour - Eskan El Shabab",726274,40373
"Khafaga Fresh Vegetables and Fruits, Nadi Damanhour",773525,61723
"Kenzy Hyper Market, Zahraa El Maadi - Ashgar Darna - 1",736565,45774
"Kenzi Market, El Magzar",685402,18182
"Kayan, El Sheikh Zayed - El Hay 13",746200,52117
"Kayan Store, El Gaish",788428,64669
"Kayan Pharmacies, New Maadi - Taqseem Laselky",719980,34653
"Kayan Pharmacies, Mokattam - Modern Academy",722066,36467
"Kayan Pharmacies, Helwan",721707,36500
"Kayan Pharmacies, Haram - Mash'aal",718108,32705
"Kayan Market, south investors area 2",757658,60102
"Kayan Market, Samia El Gaml Street",683996,17965
"Karim For Vegetables And Fruits, El Madars st",768229,61246
"Kareem Pharmacy, El Shorouk - City Center",740594,48430
"Kanfoud Pharmacies, Saba Basha",726736,40461
"Kanfoud Pharmacies, El Hadara 2",726717,40460
"Kandeel Pharmacy, Glim",752669,57343
"Kamena, Shobra - Rod El Farg",778992,64876
"Kamena, Nasr City - El Tayaran",778991,64875
"Kamena, Maadi Corniche - The Platform",778649,64874
"Kamena, Faisal - Mansheya Road",778993,64877
"Kaizen Haper Market, El Shorouk - Military Area",703810,20201
"Joy Market, 6th of October - 4th District",736055,45510
"Jiwar Pharmacy, El Rehab City 2",761295,60398
Jasmin,685120,18054
"Ivy Pharmacy, Tagammoa 5 - North Investors-2",756093,59483
"IV Pet Supplies, El Shorouk - 8th District",785130,63949
"ISLAM ELMANSOURY PHARMACY, Stadium Area",781866,63659
Infinity Plus Market,791031,65685
"Ibn Elseady Market, 2nd District",785374,63977
"Ibn El Balad Market, Hadayek El Ahram - Area ز",738439,47094
"I BOOK Stationery, Zahraa El Maadi - Ashgar Darna",773639,62336
"I BOOK Stationery, Tagammoa 5 - South Investors",773807,62337
"I BOOK Stationery, Tagammoa 5 - El Narges 5,6,7",773812,62335
"Hypermart, Gadila & Toreel",685942,18165
"Hypermarket Sanabel Al Kheir, Al Ersal",772316,61609
"Hyper One, El Sheikh Zayed - El Hay 1",713372,33036
"Hyper One Kilo, El Gomhorya",707117,21756
"Hyper Mart, Gadila & Toreel",775326,62146
"Hyper Maka El Mokarama, Ganbeya",727670,40856
"Hyper Gomla, Asafra",662478,15798
"Hyper El Salam, Zagazig University",707040,21914
"HYPER EL GAMMAL, El Sheikh Zayed - El Hay 16 Al Bostan",783381,63786
"HYPER EL DOKAN, Sekkat El Arab",768116,61102
"Hyper City, El Malaqah",786991,64425
"Hyper Aswaq Banha El Gdeda, Fagr El Eslam",746704,52482
"Hyper Abraj, Sandoub",696846,19165
"Hyper Abdo Abu El Enin, El Sananya - El Hawis",782158,63643
"Hyber El Madina Market , El Shorouk - 8th District",771429,61428
"HUB MART, El Shorouk - 8th District",791055,65408
"Hossam Pharmacy, Tagammoa 5 - North Investors",780478,63461
"Hossam Pharmacy, Heliopolis - Ismailia Square",749314,55178
"Hosny pharmacy, Heliopolis - Hegaz Square",785304,64029
"Horus Hyper Market, Nasr City - Abbas El Akkad",711862,25709
"HM Mousa, El Zaitoun - Al Qebleya",737181,46149
"Helal Pharmacy, Tagammoa 5 - 90 St. Companies - 2",619432,19125
"Helal Pharmacy, Tagammoa 1",619429,19124
"Helal Pharmacy, Nasr City - Makram Ebeid 2",715243,29636
"Helal Pharmacy, Nasr City - Madinet El Waha",619434,19123
"Helal Pharmacy, Mokattam - Centeral El Mokattam",619431,19120
"Helal Pharmacy, Madinaty - Work Shops",735343,44854
"Hekma Pharmacy, Helwan",748845,54989
"Hegazy Dairy, Sidi Besher Bahary",743879,50724
"Hegazy Dairy, Mandara",743892,50723
"Healthy, Nasr City - Abo Dawoud El Zahery",662452,15794
"Healthy Way Pharmacy, Nasr City - Hay 10",748637,59039
"Healthy Way Pharmacy, Mokattam - El Hadba El Wosta",735047,45618
"Healthy Pharmacy, Zahraa El Maadi - El Morshedy",745525,51779
"Healthy Pharmacy, Tagammoa 5 - 90 St. Companies - 2",745523,51590
"Healthy Pharmacy, Mohandesin - Jazerat El Arab",745522,53404
"Healthy Pharmacy, Mohandesin - Al Kit Kat",767402,61294
"Healthy Pharmacy, Heliopolis - Heliopolis Square",745401,52540
"Healthy Pharmacy, Heliopolis - Hegaz Square,Heliopolis - Hegaz Square",770755,61405
"Healthy Pharmacy, Heliopolis - El Horreya 2",745524,52043
"Healthy Pharmacy, El Rehab City 1",784735,64019
"Healthy Pharmacy, Ard El Golf",777236,63093
"Healthy Damanhour, Damanhour Fever Hospital",665299,15793
"Healthy Corner, Tagammoa 5 - Emaar Mivida",760915,60399
"Healthy & Tasty, Zahraa El Maadi",614685,15984
"Healthy & Tasty, New Maadi - El Gazayeer - Cairo",614693,16017
"Healthy & Tasty, Hadayek El Ahram - Area A",614686,15985
"Healthy & Tasty, Grand plaza. Tagammoa 5",614681,16018
"Healthy & Tasty, El Sheikh Zayed - Cairo",614687,15986
"Healthy & Tasty, El Rehab City",614682,15982
"Healthy & Tasty, Ard El Golf",614692,16016
"Health Mart Pharmacy, New Maadi -  Degla",761788,60432
"Hazaza Market, Mostashafa Al Tayseer",714646,29245
"Hayat Pharmacy, Nasr City - Zahraa",782278,63648
"Hayah Market, El Kothar",751437,56763
"Hawash Pharmacy, Nasr City - Makram Ebeid 2",743913,50620
"Hassan Pharmacies, Zahraa El Maadi - Ashgar Darna",742888,50065
"Hassan And Hossam Supermarket, Lauran",765095,60742
"Happy Market, El Shorouk - 2nd District",758446,60103
"happy market, Agouza",771985,61505
"Happy Family Supermarket, New Maadi - Al Sarayaat",731499,42797
"Happy Care, Nasr City - El Serag Mall",765350,60769
"Happy Care, Mokattam - El Hadba El Wosta",765259,60764
"Happy Care, Matareya",765353,60767
"Happy Care, Imbabah - Bashtil",765346,60765
"Happy Care, El Daher",765352,60766
"Happy Care, 6th of October - 2nd District",782828,63757
"HANY PHARMACY, Heliopolis - Ismailia Square",779068,63297
"HAMMAM SUPER MARKET, Downtown - Talaat Harab",775613,62275
"Hamdy Pharmacy, Zezinia 2",758225,60275
"Hall mart, Sidi Gaber",756736,59703
"Hala Market, Fleming - Koliyat Tarbya",659828,33928
Haj Arafa-Dokki - El Mesaha,518555,28293
"Haj Arafa, Zamalek - 26 July",699272,19417
"Haj Arafa, Zahraa El Maadi - Ashgar Darna - 1",768353,61399
"Haj Arafa, Zagazig University",770596,61397
"Haj Arafa, Tagammoa 5 - El Narges 8",694997,28283
"Haj Arafa, Tagammoa 5 - Banafseg 1,2,3,4",711150,28287
"Haj Arafa, Nasr City - Mostafa El Nahaas",711128,28290
"Haj Arafa, Nadi Damanhour",781789,63632
"Haj Arafa, Mohandesin - Jazerat El Arab",700566,28291
"Haj Arafa, Heliopolis - Roxy",724122,38777
"Haj Arafa, Heliopolis - Hegaz Square",691244,28288
"Haj Arafa, Haram - Mansoureya",763295,60692
"Haj Arafa, Fleming - Gianaclis",777982,63237
"Haj Arafa, El Shorouk - 2nd District Sharq",763293,60690
"Haj Arafa, El Obour - Golf Area",763294,60691
"Haj Arafa, El Mashaya",711142,28382
Haj Arafa - Zamalek - Om Kalthoum,518556,28296
Haj Arafa - Zahraa El Maadi - El Me'arag El Ouloy,691249,27989
Haj Arafa - Tagammoa 5 - 90 St. Companies,518559,28286
Haj Arafa - Semouha - Victor Emanouil,605508,28945
Haj Arafa - Nasr City - Ahmed Fakhry,518557,28301
Haj Arafa - Mokattam - El Mafarik,518560,28297
Haj Arafa - Masaken Sheraton - Saqr Qorish-Sheraton,518558,28292
Haj Arafa - Madinaty - Green Belt,691250,28285
Haj Arafa - El Sheikh Zayed - Royal City,605507,28303
Haj Arafa - El Rehab City,605510,28284
Haj Arafa - Ard El Golf,605509,28289
Haj Arafa - 6th of October - 8th District,691072,28300
"Hagar Pharmacy, Hadayek El Ahram",758338,60062
"Habib Pharmacy, Nasr City - Masaken El Shorouk",740278,49404
"habib pharmacy, Nasr City - Madinet El Waha",739561,47588
"Habib Pharmacy, Masaken Sheraton - Acamdeya Bahria",727278,40930
"H Store, Tagammoa 5 - North Investors",780477,63477
"H Store, Heliopolis - Ismailia Square",770937,61451
"H & F Pharmacy, Nasr City - Hay El Sefarat",763272,60682
"H & F Pharmacy, Heliopolis - Maqreezi",763273,60681
"H & F Pharmacy, Dokki - Moustafa Mahmoud",752748,57393
"Greenz, Hadayek El Ahram - Area ت",714440,60383
"Green Pharmacy, El Sheikh Zayed - El Hay 4",748180,54584
"Green Market, El Obour - El Hay 9",720031,34488
"Green Market, El Fateh Street",783400,63792
Green Hypermarket,691381,18803
"Green ,El Shorouk - Eskan El Shabab",785439,63985
"Grandy Hypermarket, Nasr City - Hay 7",729402,41946
"Grand Market, El Shorouk - 3rd District Sharq",712740,26798
"Goz w Loz, Glim 2",731955,43066
"Goz w Loz, Camp Chezar",731954,43067
"Goz And Loz Plus, Semouha - Modereyt El Amn El Gadeda",770643,61350
"Gourmet Food Stores, Zamalek - Mohamed Mazhar",670927,17955
"Gourmet Food Stores, Zahraa El Maadi - El Shatr El Sades",670910,16560
"Gourmet Food Stores, Tagammoa 5 West Golf Kattameya Heights",670919,17101
"Gourmet Food Stores, Tagammoa 5 - 90 St. Companies",670920,17107
"Gourmet Food Stores, New Maadi - Degla",670909,17363
"Gourmet Food Stores, Mokattam - Uptown Cairo",670923,20694
"Gourmet food stores, Madinaty - Green Belt",691219,18738
"Gourmet Food Stores, Maadi Old -Mostafa Kamel Square",670918,16569
"Gourmet Food Stores, KOV - New Cairo",732049,43061
"Gourmet food stores, Haceinda Red",710194,23960
"Gourmet Food Stores, El Sheikh Zayed - El Hay 16 Al Bostan",670916,19294
"Gourmet Food Stores, El Sheikh Zayed - Beverly Hills",670924,18879
"Gourmet Food Stores, Dokki - Shooting Club",670926,17953
"Gourmet food stores, City Stars",670912,17374
"Gourmet food stores, Bouri",670928,17033
"Gourmet Food Stores, 6th of October - Palm Hills",670915,17083
"Goodies Market, El Obour - Industrial Area A",722566,37202
"Gomla One Market, El Arba'ain",781133,63529
"Gomla Market, Gardenia city compound",774987,62044
"GOLDEN STAR MARKET, Al Dahar",770726,61674
"GOLDEN MARKET, Mokattam - Qatameya Gardens",774073,61910
"Golden Market, Mokattam - Qatameya Gardens",707021,21617
"Gohar, Gadila & Toreel",737429,46499
"Gizawy Market, Haram - Mash'aal",693095,18921
"Gizawy Market, Giza - El Bahr El Azzam",693102,18920
"George Pharmacy, South Investors Area 2",735720,44923
"George Pharmacy, Masaken Sheraton - Saqr Qorish-Sheraton",725071,39800
"George Pharmacy, Heliopolis - Korba",725073,39734
"George Pharmacy, Heliopolis - Ismailia Square",725062,39707
"George Pharmacy, Heliopolis - Hegaz Square",725072,39767
"George Pharmacy, Agouza",725074,39702
"Gèant Supermarket, Tagammoa 5 - El Showifat",741263,48908
"Gèant Supermarket, Creek town compound",741273,49603
"Gaza Mart, Tagammoa 5 - Hay 2",738647,47096
"Gardens, Haram - El Ahram",616953,15789
"Gardenia Pharmacy, Tagammoa 5 - Abo AL Houl",711090,24917
"Garden City Pharmacy, Garden City",778382,63203
"Ganna For Fruits and Vegetables Al-Alam Company, Maadi old - El nahda Street",771610,61508
"Ganet Fawakeh Zananiry, Cleopatra",760906,60384
"Ganet El Rahman Fruits And Vegetables, El Kothar",765101,60759
"Gana Market, Nasr City - Zahraa",783547,63794
"Gana Market, El Gomhuria Street",678989,17358
"Gameil Pharmacy, Nasr City - Mostafa El Nahaas",717890,31917
"Gamal El-Din Pharmacy, Montazah",780227,63481
"Gamal El-Din Pharmacy, Lauran",750194,55726
"Gamal ElDin Market, Madinaty - Work Shops",748181,53759
"Gadila Pharmacy,Gadila & Toreel",615374,27430
"Gabr pharmacy, Mokattam - Qatameya Gardens",775444,62273
"G Pharmacy, Tagammoa 5 - South Investors",774003,61785
"G Pharmacy, South Investors Area 2",749106,54460
"G Pharmacy, south investors area 2",773863,61784
"G Pharmacy, Helwan",774002,61786
G Pharmacy - shobra,608642,19633
G Pharmacy - New Cairo,701454,19847
"G MART, Madinaty - Buildings ِArea (B2)",788254,64694
"G - Pharmacy, Helwan",708671,24224
"Future Pharmacy, Nasr City - Hay 8",785438,63983
"Funny Pets, Maadi Old 2",787702,64482
"Fruits Ebad El Rahman, Mubark areas (1-8)",768965,61247
"Fruits and Vegetables Mazare3 Al Khair, Camp Chezar",789439,64896
"Fruits And Vegetables Abu Ghazaleh, El Khobairy El Maadi",777774,62911
"Freshco, Stanly",776457,62575
"Fresh Fruits, New Nozha",772494,61542
"Fresh Fruits, Nasr City - Makram Ebeid 2",772205,61535
"Fresh Food Market, El Sheikh Zayed - El Hay 6",700582,19796
"Fresco Shop, Nasr City - El Serag Mall",670513,17636
"Fresco Mart, Dokki - Soliman Abaza",651365,15786
"Fouda Pharmacy, Zahraa El Maadi - Street 50",697778,19641
"Fouda Pharmacy, Nasr City - Abbas El Akkad",697766,19637
"Fouda Pharmacy, Mohandiseen, Dokki",697779,19640
"Fouda Pharmacy, Modern University (Katameya 3)",697777,19635
"Fouda Pharmacy, Madinaty",697780,19636
"Fouda Pharmacy, Faisal Street, Faisal - El Talbeya",697570,19639
"Fouda Pharmacy, El Katameya -1, Al Abajiyyah",697773,19634
"Fouda Pharmacy, City Stars, Nasr City - Makram Ebeid",697764,19638
"Fouda Pharmacy, Badr City 1",697769,20745
"Fouad Pharmacy, Downtown - Magales El Sha'ab",784411,63903
"Food Plus , Semouha",614337,15785
"Food Market, Haram - Tersa",691581,18791
"Food Land, Nasr City - Madinet El Waha",770936,61386
"Food Festival, 6th Of October",698718,19441
"Five star mini market, Maadi Corniche - Sadat Academy",762625,61035
"Fit Mart, El Sheikh Zayed - Beverly Hills",722959,37161
"Fit Mart, 6th of October - Palm Hills",722965,37160
"Felo Market, New Nozha",647495,15784
"Fayrouz Pharmacy, El Zaitoun - Al Sharqeya",754981,58929
"Fayek Pharmacies, Qasr Al Einy, Giza",695692,23015
"Fayek Pharmacies, Dokki - Mohy El Din Abou El Ezz",724135,39837
"Fayek Pharmacies, Al Manial",695689,23014
"Fatma Pharmacy, Zahraa El Maadi - El Me'arag El Soufly",744418,52208
"Fatafeet, Hay El Gama'a",661659,15783
"Farouk Pharmacies, Nasr City - Hay 8",752311,57258
"Farouk Pharmacies, Nasr City - Genena Mall",752310,57257
"Farouk Pharmacies, Marina Flowers Village",768474,61284
"Farouk Pharmacies, Heliopolis - Heliopolis Square",784935,64018
"Farouk Pharmacies, Dokki - Mohy El Din Abou El Ezz",752290,57290
"Farouk Pharmacies, Casabinca Village",768341,61292
"FARMBOX, Ezbet El Shal",778667,63222
"Farida Market, Zagazig University",773579,61755
"Farghaly Fruits And Vegetables, Agouza",756084,59501
"Family, Mogama'a El Mahakem",724283,38876
"Family Shop, El Nozha",676215,17090
"Family Melisa, Ard El Golf 2",774078,62043
"Family Market, New Maadi - Degla",715863,30006
"Family Market, El Teraa",784449,63900
"Family Market, El Esawi Area",699319,19430
"Family Candy Crush, Mostashfa El Sadr Area",742955,50530
"Fakhati, Fasial",772347,61610
"Fakhany Elrahma, 6th of October - 3rd District",782358,63629
"Fakahany Awlad Hamada ,Louran",780566,63490
"Fair Trade Market, Ard El Golf",734570,44435
"FADEL MARKET, El Sadat",770879,61374
"F.S.T.C Faysal Sons Trading Company, Kesm El Hokamaa",740132,48667
"Ezz El-Din Pharmacy, Tagammoa 5 - Hay 1",768814,61148
"Ezz El-Din Pharmacy, Tagammoa 1 - The Districts",768818,61147
"Ezz El-Din Pharmacy, El Rehab City 1",768815,61146
"Eyad Abdul Warith Pharmacy, Haram - El Arish - 2",746042,51878
"Express Pharmacy, Heliopolis - Merryland",746327,52013
"Express Pharmacy, Heliopolis - Heliopolis Square",746312,52014
"Express Markets, Nasr City - Hay 7",656660,15782
"Exception Market, Zahraa El Maadi - Street 50",691844,18836
"Exception Market, Madinaty - Buildings Area (B3)",691845,18847
"Exception Market, Hadayek El Ahram - Area س",691846,18823
"Exception Market, Hadayek El Ahram - Area ز",691843,18824
"Exception Market, Hadayek Al Ahram Area Masaken Al Dobat, El Remaya",691847,18822
"Exception Market, 6th of October 7th District",691842,18821
"Everyday Market, Sidi Gaber",749535,54685
"EVC Pet, El Rehab City 2",771385,61416
"European Reef, El Fateh Street",752315,57358
"Euro Marche, Hadayek El Ahram - Area ن",733120,44057
"Etiad Mostafa El Malah Pharmacies, Zahraa El Maadi - El Me'arag El Ouloy",755221,58923
"Etaret Abo Ali, Tagammoa 5 - Banafseg 1,2,3,4",781144,63571
"Etara Shop, Zahraa El Maadi - Al Kuwaiti",678047,17214
"Etara Shop, Maadi Old",643001,15781
"Essam Pharmacy, Zamalek - 26 July",781788,63618
"Emarati Hypermarket, Sharea' Othman Ebn Afaan",749192,54585
"Emara Pharmacies, Hay El Zohour",722309,39109
"Emara Pharmacies, Al Kawmeya",722279,38678
"ElToukhi Pharmacy, Hadayek El Ahram - Area N",778864,63226
"Elreda, Nasr City - Hay 10",660125,15780
"Elqanaa, Nasr City - El Tayaran",751566,56741
"elqanaa, Nasr City - El Tayaran",717280,31918
"Elnady Pharmacy, Stadium Area",786884,64420
"ElMidan Pharmacy, Mokattam - El Mafarik",738523,47093
"ELMAKAKY, Abu Rady",771620,61432
"Elkhateeb Pharmacy, Moharam Bek - El Rasafa",756059,59534
"Elkhalili Pharmacies, Montazah",786864,64322
"Elkhalili Pharmacies, Green Plaza 2",785690,64022
"Elkhalili Pharmacies, El Hadara El Gadida",786863,64299
"ELHUSSEINI PHARMACY, 6th of October - 1st District",784598,63945
"ElHadi Supermarket, El Shorouk - 2nd District",737109,46051
"ElHadi Supermarket, El Shorouk - 2nd District",783152,63747
"ElGendy Pharmacy, Mansoura Train Station Square",669728,60624
"ElGabaly, Heliopolis - Hegaz Square",699901,19642
"ELdaly Market, Talkha 1",724166,38909
"Elayary pharmacies, El Bahr Street - Qesm Thany",731593,43008
"Elafdal Market, Taha Hussien",781084,63528
"El.Hossen Market,1st District",774675,61950
"El Zuhairy Pharmacy, 10th of Ramadan 2",758462,60104
"El Zomor Pharmacy, El Sheikh Zayed - El Hay 14",777511,63055
"El Zomor Pharmacy, El Sheikh Zayed - Beverly Hills",730641,59446
"El Zomor Pharmacy, 6th of October - 8th District",756043,59445
El Zahraa Market,675641,17145
"El wekala, Nasr City - Hassan El Ma'moun",722963,37457
"EL TEMAMY PHARAMACY, Ezzbet Al Borg",785057,63962
"EL TEMAMY PHARAMACY, Down Town",785049,63961
El Tahan Pharmacies,707046,21758
"El Shatlawy Pharmacy, Zahraa El Maadi - El Me'arag El Ouloy",736147,45674
"El Sharfy Pharmacy, Alex active",741543,48684
"El Shabrawy Pharmacy, Mansheyat Naser",758954,60221
"EL SAWAQI ROYAL MART, Nasr City - Hay 7",775035,62045
"El Salamony Market, Mogama'a El Mahakem",717972,32182
"El Salam Market, El Helw Street",748935,54485
"El Safwa Perfume & Cosmetics, Nasr City - El Hadeeqa El Dawlia",766758,60990
"EL SABEA PHARMACY, Gadila & Toreel",761067,60388
"El Saada Market, Ibn El Fared",771492,61415
"El Sa’ada, El Magzar",730668,42539
"EL ROBEY PHARMACY, El Sheikh Zayed - El Hay 13",785308,63980
"El Rayah Market, Nasr City - Zaker Huessein",694104,19751
"EL Rayah Market, Maadi",694119,19906
"El Rawy Pharmacy, Haram - Mohafzet El Giza",753018,57395
"El Rawy Pharmacy, Downtown - Ahmed Maher",764938,60959
"El Qahira, Nasr City - Hassan El Ma'moun",661704,15773
"El Osra Supermarket, Moharam Bek - Pawlino",765097,60743
"El Omda, Tagammoa 1 - Eskan El Shabab",712023,51254
"EL- OGAIL SUPERMARKET, Matareya",770790,61431
"El Nahas Pharmacy, south investors area 2",718178,32314
"El Nahas Pharmacy, Helwan - Sakraish",718241,32342
"El Nagar Pharmacy, Zagazig University",715102,29340
"El Nagar el kobra Pharmacy, Miami - St Mark Church",789117,65190
"El Nady Market, Sandoub - Mansoura",515979,10682
"El Mowafy Market, Toreel",677668,17956
"EL MLOUK market, El Sheikh Zayed - El Hay 16 Al Bostan",777780,63054
"El Me'arag Pharmacy, Zahraa El Maadi - El Me'arag El Soufly",718363,32420
"El Masry Supermarket,Nasr City - Zahraa",753256,58455
"El Masry Supermarket, Nasr City - Zahraa",745105,51353
"El Masry Market, El Seyouf",749151,54716
"El Mansour Pharmacy, New Maadi - El Nadi El Gedid",743157,50426
"El Maleka Pharmacy, Nasr City - Mostafa El Nahaas",779901,63404
"El Malek Market, Al Zohour District",743555,50129
"El Mahkama pharmacy, Heliopolis - Mahkama Square",774401,61997
"El Mahdy Pharmacy, Stadium Area",783398,63789
"El Mahalawy Stores, Nasr City - Hay 8",716127,30230
"El Mahalawy Stores, Mogama'a El Mahakem",715140,29306
El louly fresh picks - Fruits and vegetables,767804,61080
"El Kordy Pharmacy, Zahraa El Maadi - Street 50",718333,32419
"El Khawaga Pharmacy, Nasr City - El Tayaran",787839,64503
"El Khalifa Pharmacy, Downtown - El Qalaa'",754505,58926
"El Khabiry Pharmacy,Zahraa El Maadi - Ebad El Rahman",726601,40540
"El Khabiry Pharmacy, Zahraa El Maadi - Ebad El Rahman",726593,40532
"El Khabiry Pharmacy, Tagammoa 5 - South Investors",726602,40536
"El Khabiry Pharmacy, Tagammoa 5 - Hay 1",788026,65281
"El Khabiry Pharmacy, New Maadi - Taqseem Laselky",726600,40537
"El Khabiry Pharmacy, New Maadi - El Gazayeer",726596,40534
"El Khabiry Pharmacy, Nasr City - Mostafa El Nahaas 2",726598,40533
"El Khabiry Pharmacy, Mokattam - El Mafarik-1",726599,40538
"El Khabiry Pharmacy, Mohandesin - Jazerat El Arab",745795,51549
"El Khabiry Pharmacy, Misr El Kadema",726597,40535
"El Khabiry Pharmacy, Imbabah - Madinat El Omal",778686,63728
"El Khabiry Pharmacy, Haram - Talbiya - 3",738792,47338
"El Khabiry Pharmacy, 6th of October - 1st District",726595,40539
"El Khabiry Pharmacy,  Mohandesin - Jazerat El Arab",772262,61592
"El Husseiny, Tagammoa 1 - The Districts",759733,61190
"El Husseiny Market, Tagammoa 1 - The Districts",709795,23712
"El Huda Market, Nasr City - Hay 8",724776,39245
"El Hendawy Stores, Mostashfa El Sadr Area",777832,63038
"El Haya Market, El Kothar",754939,58742
"El Hay El Teby Pharmacy, Mostafa Kamel",516888,59676
"El Haramien, 6th of October - 10th District",662568,15767
"El Hamd Supermarket, San Stefano",748545,54408
"El Hamad, Haram - Wimpy",654291,15766
"El Gomhorya Supermarket, 6th of October - 11th District",785131,64623
"El Gazar Market, 1st District",777579,63000
"El Gawhra, Dokki - Mohy El Din Abou El Ezz",778657,63199
"El Gammal Pharmacy, Misr El Kadema",755570,59183
"El Gamal Pharmacy,Sidi Besher Bahary",610923,63746
"El Fergany, Zahraa Ain Shams - El Sharqeya",692093,18951
"El Fergany, Rod Al Farag",692088,18962
"El Fergany, New Nozha",692089,18955
"El Fergany, Nasr City - Abbas El Akkad",692092,18960
"El Fergany, Mohandesin - Madient Al A`alam",692094,18958
"El Fergany, Heliopolis - Triumph Square",692091,18959
"El Fergany, Haram - El Orouba - 2",692095,18956
"El Fergany, Faisal",692090,18957
"El Fergany, El Zaitoun - Al Gharbeya",692086,18954
"El Fergany, El Obour - El Hay 1",692096,18963
"El Fergany, El Manshya",700876,19754
"El Fergany, Ain Shams - Taksim Omar Ebn Al Khatab",692085,18953
"El Fergany, Ain Shams - Helmyat El Zaitoun",692087,18952
"El Fergany, Ain Shams - Ahmed Ismail",700791,19747
"El Fergany, 6th of October - 4th District-1",692084,18961
"El Fateh Market, El Gomhuria Street",702481,20044
"El Farouk Market, Lauran",757375,59762
"El Fares Market, Moharam Bek - Qesm Bab Sharq",766072,60912
"El Fakahany, 6th of October - 3rd District _1",784947,63918
"El Eza'a Pharmacy, Bakos",746423,52012
"El Esraa, Mogama'a El Mahakem",769482,61349
"El Eraky Pharmacy, Tagammoa 5 - Banafseg 9,10,11,12",768276,61144
"EL EMBABY Pharmacy, Tagammoa 5 - Hay 1",752938,57357
"EL EMBABY Pharmacy, Ahmed Maher",752629,57356
"El Emam Pharmacy, Ezbet El Shal",719270,33931
"El Ebthal Market, Sidi Besher Bahary",760909,60506
"El Dukan 3, Mostashafa Al Tayseer",766814,61053
"El Doctor Pharmacy, Nasr City - Madinet El Waha",737710,47820
"El Doctor Pharmacy, Nasr City - Hay 8",737717,49898
"El Doctor Pharmacy, Nasr City - El Hadeeqa El Dawlia",726058,40262
"El DOCTOR PHARMACY, El Shorouk - 4th District",764287,60761
"El Boshra For Vegetables And Fruits, El-Kothar",767887,61234
"El Beisy Pharmacy, Semouha - Sidi Gaber Station",517930,57060
"El Beisy Pharmacy, Moharam Bek - El Rasafa",517933,57059
"El Beisy Pharmacy, Bahary",517935,57061
"El Beisy Pharmacy, Alexandria City Center - Carrefour",766342,61008
"El Batal Supermarket, Ezbet El Shal",782029,63624
"EL Barawy Pharmacies, Semouha - Medan El Gama'a 2",740446,48877
"El Barawy Pharmacies, Lauran",740323,48880
"El Baraka Pharmacy, Al Sharq District",710799,24654
"El ASSY MARKET, Tagammoa 1 - Mirage City 2",789865,64871
"El Arzak Bellah, El Shorouk - Clubs Area",775664,62277
"EL ansary pharmacy, El Zaitoun - Hmamat El Qoba",772380,61714
"El Amir Market, Fleming - Gianaclis",770642,61649
"El Amer Market,Matareya",627956,15765
"el amer market, Matareya",762757,60591
"El Amawy pharmacies, Villas",712396,26646
"El Amawy pharmacies, Kamal ElDin Hussien",712395,26647
"El Amawy pharmacies, Hadayek El Ahram - Area ك",712392,26637
"El Amawy pharmacies, Hadayek El Ahram - Area A",712394,26636
"El Amawy pharmacies, El Shorouk - 2nd District",712393,26643
"El Amawy pharmacies, El Shorouk - 2nd District",770707,61371
"El Amawy pharmacies, El Sheikh Zayed - El Hay 1",712390,26633
"El Amawy pharmacies, El Sheikh Zayed - Beverly Hills",770706,61370
"El Amawy pharmacies, El Sheikh Zayed - Beverly Hills",712398,26634
"El Amawy pharmacies, El Sekka El Hadid",770710,61369
"El Amawy pharmacies, El Sekka El Hadid",712401,26645
"El Amawy pharmacies, El Obour - Eskan El Shabab",712400,26642
"El Amawy pharmacies, El Obour - El Hay 9",712402,26639
"El Amawy pharmacies, El Obour - El Hay 6",712399,26641
"El Amawy pharmacies, El Mogey",770711,61368
"El Amawy pharmacies, El Mogey",712391,26644
"El Amawy pharmacies, 6th of October - 2nd District",712397,26638
"El Amawy pharmacies , Tagammoa 5 - 90 St. Companies",770589,61367
"El Adham Pharmacy, Ard El Golf",735114,44860
"El Abnody Market, El Madars st",768167,61236
"Eissa's Pharmacy, Tagammoa 5 - Emaar Mivida",736076,45444
"EID PHARMACY, Mokattam - Modern Academy",781288,63595
"Egypuppy, Tagammoa 5 - South Investors",768634,61119
"EGY Puppy, Zahraa El Maadi - El Shatr El Khamis Nerko",768907,61122
"EGY Puppy, Sheraton",768906,61124
"EGY Puppy, Al Rehab,El Rehab City 1",768908,61120
"EGY Puppy, 6th of October - Palm Hills",768905,61123
"Ebad Elrahman, Nasr City - Zahraa",791054,65253
"Easymart Supermarket, Heliopolis - El Horreya",733840,44032
"EAGLE, Zagazig University",737808,46609
"Dreams Market, 6th of October - Dream Land",725791,40374
"dream market,10th of Ramadan - 15th District",695102,19063
"Dream Market, El Shorouk - City Center",746878,52538
"Dream Market, El Shorouk - 7th Area",748430,54256
"Dr\ jailan salah pharmacy, Nasr City - Hay 8",778518,63298
"Dr/Yumna Pharmacy, Mokattam - Modern Academy",748949,54635
